                                                       |             |              |           Play           |        Declaring         |                Defending              |
James Priebe - Stephen Mackay                          |  220  -0.09 | -0.26   0.17 |  0.08 (112)   0.27 (106) |  0.37 ( 56)  -0.21 ( 56) |  0.00 ( 63)   0.00 ( 43)   0.27 (106) |
Michal Zadrazil - David Vozábal                        |  220  -0.10 | -0.09  -0.01 |  0.07 (104)  -0.09 (115) | -0.09 ( 49)   0.21 ( 55) |  0.00 ( 50)   0.00 ( 65)  -0.09 (115) |
Ilkka Renno - Martin Löfgren                           |  240  -0.13 | -0.08  -0.06 |  0.02 (121)  -0.14 (118) | -0.07 ( 57)   0.11 ( 64) |  0.00 ( 64)   0.00 ( 54)  -0.14 (118) |
José Maria Valdes - Paolo Pasquini                     |  260  -0.13 | -0.27   0.13 |  0.58 (127)  -0.29 (133) |  0.53 ( 52)   0.61 ( 75) |  0.00 ( 68)   0.00 ( 65)  -0.29 (133) |
Roy Welland - Björn Fallenius                          |  200  -0.14 |  0.15  -0.29 | -0.54 ( 96)  -0.06 (104) | -0.73 ( 51)  -0.34 ( 45) |  0.00 ( 58)   0.00 ( 46)  -0.06 (104) |
Su-Beng Tan - Sze-Guan Tan                             |  340  -0.14 | -0.19   0.05 |  0.57 (157)  -0.40 (182) |  0.59 ( 82)   0.55 ( 75) |  0.00 ( 97)   0.00 ( 85)  -0.40 (182) |
Aarne Rummel - Ivar Kalma                              |  220  -0.14 | -0.00  -0.14 | -0.39 (101)   0.07 (118) | -0.64 ( 63)   0.03 ( 38) |  0.00 ( 58)   0.00 ( 60)   0.07 (118) |
Marwan Ghanem - Sireen Barakat                         |  340  -0.14 |  0.03  -0.17 | -0.12 (148)  -0.22 (190) | -0.26 ( 68)   0.00 ( 80) |  0.00 ( 91)   0.00 ( 99)  -0.22 (190) |
Dwayne Crombie - Michael Cornell                       |  200  -0.15 |  0.04  -0.20 |  0.00 ( 92)  -0.37 (108) | -0.07 ( 43)   0.07 ( 49) |  0.00 ( 58)   0.00 ( 50)  -0.37 (108) |
Guilherme Junqueira - Alcio Maia                       |  160  -0.16 |  0.11  -0.27 | -0.35 ( 71)  -0.21 ( 88) | -1.29 ( 33)   0.46 ( 38) |  0.00 ( 52)   0.00 ( 36)  -0.21 ( 88) |
Vasili Batov - Veselin Dyakov                          |  220  -0.16 |  0.11  -0.28 | -0.36 (106)  -0.20 (113) |  0.02 ( 43)  -0.61 ( 63) |  0.00 ( 54)   0.00 ( 59)  -0.20 (113) |
Hayet Hachimi - Mohamed Said Berrada                   |  120  -0.16 | -0.02  -0.15 | -0.40 ( 59)   0.10 ( 60) | -0.40 ( 28)  -0.40 ( 31) |  0.00 ( 29)   0.00 ( 31)   0.10 ( 60) |
Jose Ignacio Torres - Antonio Frances                  |  220  -0.17 |  0.27  -0.44 | -0.64 (107)  -0.25 (111) | -0.41 ( 56)  -0.89 ( 51) |  0.00 ( 49)   0.00 ( 62)  -0.25 (111) |
Jakub Slemr - Petr Pulkrab                             |  220  -0.21 | -0.27   0.06 | -0.14 (110)   0.27 (110) | -0.29 ( 48)  -0.03 ( 62) |  0.00 ( 52)   0.00 ( 58)   0.27 (110) |
Jorge Castanheira - Nuno Mascarenhas                   |  240  -0.21 | -0.42   0.20 |  0.42 (124)  -0.03 (116) |  0.54 ( 70)   0.27 ( 54) |  0.00 ( 60)   0.00 ( 56)  -0.03 (116) |
Hayet Hachimi - Abdellatif Belkouch                    |  120  -0.22 | -0.00  -0.22 | -0.65 ( 60)   0.22 ( 60) | -0.86 ( 31)  -0.43 ( 29) |  0.00 ( 24)   0.00 ( 36)   0.22 ( 60) |
Peter Goodman - Adam Dunn                              |  340  -0.22 | -0.23   0.01 |  0.10 (178)  -0.09 (162) |  0.17 ( 88)   0.03 ( 90) |  0.00 ( 79)   0.00 ( 83)  -0.09 (162) |
Douglas Piper - John Murdoch                           |  240  -0.23 | -0.13  -0.09 |  0.22 (122)  -0.41 (118) |  0.21 ( 70)   0.23 ( 52) |  0.00 ( 67)   0.00 ( 51)  -0.41 (118) |
Fernando Piedra - Dmitrij Nikolenkov                   |  240  -0.24 | -0.24  -0.01 | -0.24 (114)   0.21 (125) | -0.04 ( 58)  -0.45 ( 56) |  0.00 ( 63)   0.00 ( 62)   0.21 (125) |
Teong-Wah Lim - David Law                              |  340  -0.26 |  0.08  -0.34 | -0.20 (164)  -0.48 (175) | -0.42 ( 85)   0.04 ( 79) |  0.00 ( 90)   0.00 ( 85)  -0.48 (175) |
Andris Smilgajs - Bruno Rubenis                        |  220  -0.27 |  0.03  -0.30 | -0.36 (119)  -0.23 (100) | -0.43 ( 58)  -0.29 ( 61) |  0.00 ( 55)   0.00 ( 45)  -0.23 (100) |
Leonid Podgur - Avi Kalish                             |  200  -0.27 | -0.11  -0.16 | -0.29 (115)   0.00 ( 84) | -0.60 ( 51)  -0.03 ( 64) |  0.00 ( 37)   0.00 ( 47)   0.00 ( 84) |
Sören Hein - Stefan Helling                            |  260  -0.27 |  0.03  -0.31 | -0.25 (122)  -0.36 (138) | -0.36 ( 63)  -0.13 ( 59) |  0.00 ( 71)   0.00 ( 67)  -0.36 (138) |
Bernd Saurer - Doris Fischer                           |  200  -0.29 | -0.24  -0.05 |  0.15 (102)  -0.25 ( 98) |  0.35 ( 49)  -0.04 ( 53) |  0.00 ( 48)   0.00 ( 50)  -0.25 ( 98) |
Alon Apteker - Bernard Donde                           |  220  -0.29 | -0.24  -0.06 | -0.12 (124)   0.03 ( 96) | -0.14 ( 61)  -0.10 ( 63) |  0.00 ( 49)   0.00 ( 47)   0.03 ( 96) |
Alain Cotti - Marcel Guevel                            |  240  -0.30 | -0.19  -0.11 |  0.07 (118)  -0.29 (122) |  0.46 ( 52)  -0.23 ( 66) |  0.00 ( 69)   0.00 ( 53)  -0.29 (122) |
Ghassan Ghanem - Nuha Hattar Ghaned                    |  220  -0.30 | -0.21  -0.09 |  0.13 (104)  -0.28 (116) | -0.04 ( 48)   0.27 ( 56) |  0.00 ( 52)   0.00 ( 64)  -0.28 (116) |
Karlo Brguljan - Davor Rase                            |  220  -0.31 | -0.04  -0.26 | -0.19 (121)  -0.35 ( 99) | -0.20 ( 60)  -0.19 ( 61) |  0.00 ( 42)   0.00 ( 57)  -0.35 ( 99) |
Young-Hong Cheng - Chuan-Cheng Chen                    |  280  -0.31 | -0.23  -0.08 |  0.09 (136)  -0.24 (144) |  0.16 ( 68)   0.02 ( 68) |  0.00 ( 66)   0.00 ( 78)  -0.24 (144) |
Martine de Tessieres - Aymeric de Tessieres            |  180  -0.32 | -0.02  -0.30 |  0.45 ( 75)  -0.85 (105) |  0.87 ( 36)   0.07 ( 39) |  0.00 ( 50)   0.00 ( 55)  -0.85 (105) |
Gheorghe Serpoi - Calin Stirbu                         |  220  -0.33 | -0.31  -0.02 | -0.16 ( 99)   0.10 (120) |  0.29 ( 45)  -0.54 ( 54) |  0.00 ( 61)   0.00 ( 59)   0.10 (120) |
Faruk Masic - Miklós Dumbovich                         |  276  -0.33 | -0.29  -0.04 | -0.26 (132)   0.16 (142) | -0.34 ( 70)  -0.17 ( 62) |  0.00 ( 67)   0.00 ( 75)   0.16 (142) |
Stevica Kikic - Vladimir Kalcic                        |  220  -0.35 | -0.01  -0.34 | -0.42 (112)  -0.26 (108) | -0.13 ( 61)  -0.76 ( 51) |  0.00 ( 61)   0.00 ( 47)  -0.26 (108) |
Abdelkamel Rerhaye - Abdellah Laghrari                 |  200  -0.35 | -0.26  -0.09 | -0.04 (106)  -0.15 ( 93) |  0.13 ( 51)  -0.20 ( 55) |  0.00 ( 42)   0.00 ( 51)  -0.15 ( 93) |
Giorgi Abzianidze - Revaz Beriashvili                  |  280  -0.36 | -0.27  -0.08 | -0.11 (154)  -0.04 (126) | -0.52 ( 74)   0.26 ( 80) |  0.00 ( 64)   0.00 ( 62)  -0.04 (126) |
Jacques Stas - David Johnson                           |  260  -0.36 | -0.08  -0.28 | -0.35 (117)  -0.22 (143) | -0.35 ( 56)  -0.34 ( 61) |  0.00 ( 80)   0.00 ( 63)  -0.22 (143) |
Monya Jellouli - Tahar Touil                           |  100  -0.37 |  0.05  -0.42 | -0.68 ( 51)  -0.15 ( 49) | -0.17 ( 27)  -1.24 ( 24) |  0.00 ( 19)   0.00 ( 30)  -0.15 ( 49) |
Aleksandar Kaludercic - Sinisa Vuleta                  |  180  -0.40 | -0.32  -0.08 |  0.04 ( 83)  -0.19 ( 96) | -0.18 ( 43)   0.28 ( 40) |  0.00 ( 49)   0.00 ( 47)  -0.19 ( 96) |
Jongki Tumbel - Bill Mondigir                          |  120  -0.40 | -0.14  -0.26 | -0.21 ( 67)  -0.34 ( 52) | -0.69 ( 27)   0.11 ( 40) |  0.00 ( 27)   0.00 ( 25)  -0.34 ( 52) |
Genevieve Vigna - Yves Mondon                          |  200  -0.40 | -0.02  -0.38 | -0.61 ( 96)  -0.18 (104) | -0.38 ( 44)  -0.80 ( 52) |  0.00 ( 48)   0.00 ( 56)  -0.18 (104) |
Martin Anastacio - Dan Lulu                            |  200  -0.41 | -0.17  -0.23 | -0.03 (107)  -0.46 ( 93) | -0.06 ( 52)  -0.01 ( 55) |  0.00 ( 44)   0.00 ( 49)  -0.46 ( 93) |
Marco Sasselli - Bachar Abou Chanab                    |  200  -0.41 | -0.39  -0.02 |  0.23 ( 93)  -0.24 (107) |  0.61 ( 54)  -0.30 ( 39) |  0.00 ( 49)   0.00 ( 58)  -0.24 (107) |
Mohamed Heshmat - Tarek Nadim                          |  120  -0.46 | -0.32  -0.14 | -0.40 ( 50)   0.05 ( 70) |  0.05 ( 24)  -0.82 ( 26) |  0.00 ( 32)   0.00 ( 38)   0.05 ( 70) |
Sven Sester - Tüüve Jugandi                             |  220  -0.46 | -0.39  -0.08 |  0.33 (108)  -0.47 (111) |  0.63 ( 57)  -0.02 ( 51) |  0.00 ( 56)   0.00 ( 55)  -0.47 (111) |
Pavel Pekny - Bohumir Zajicek                          |  240  -0.46 | -0.21  -0.25 | -0.41 ( 99)  -0.14 (141) | -0.12 ( 57)  -0.80 ( 42) |  0.00 ( 74)   0.00 ( 67)  -0.14 (141) |
Sally Sykes - David Sykes                              |  260  -0.48 | -0.33  -0.14 | -0.16 (132)  -0.12 (128) | -1.04 ( 51)   0.40 ( 81) |  0.00 ( 56)   0.00 ( 72)  -0.12 (128) |
Lewis Richardson - Ray Jotcham                         |  220  -0.49 | -0.31  -0.17 | -0.36 (109)   0.01 (108) | -0.23 ( 59)  -0.51 ( 50) |  0.00 ( 59)   0.00 ( 49)   0.01 (108) |
Loreto Cuevas - Marcelo Caracci                        |  340  -0.51 | -0.36  -0.15 |  0.05 (160)  -0.32 (179) | -0.63 ( 72)   0.60 ( 88) |  0.00 ( 86)   0.00 ( 93)  -0.32 (179) |
John MacGregor - Pilar Vitoria                         |  100  -0.52 | -0.23  -0.29 | -0.05 ( 57)  -0.61 ( 43) |  0.82 ( 35)  -1.44 ( 22) |  0.00 ( 21)   0.00 ( 22)  -0.61 ( 43) |
Jean Gérard Théodore - Jean-Claude Wong Kai In         |  220  -0.53 | -0.14  -0.39 | -0.65 (105)  -0.15 (114) | -0.61 ( 50)  -0.69 ( 55) |  0.00 ( 54)   0.00 ( 60)  -0.15 (114) |
Khondoker Mobinul Islam - Md. Hasinur Rahman Talukder  |  340  -0.53 | -0.14  -0.39 | -0.44 (182)  -0.33 (158) |  0.12 ( 82)  -0.90 (100) |  0.00 ( 70)   0.00 ( 88)  -0.33 (158) |
Ghassan Ghanem - Samir Zeine                           |  120  -0.53 |  0.20  -0.74 | -0.93 ( 61)  -0.55 ( 57) | -1.57 ( 27)  -0.43 ( 34) |  0.00 ( 28)   0.00 ( 29)  -0.55 ( 57) |
Md. Anisul Haque - Nitya Gopal Saha                    |  340  -0.54 | -0.36  -0.18 | -0.03 (148)  -0.31 (188) | -0.14 ( 83)   0.11 ( 65) |  0.00 ( 92)   0.00 ( 96)  -0.31 (188) |
Stephen Robinson - Wong Choo Wai                       |  220  -0.55 | -0.59   0.04 |  0.11 (106)  -0.02 (114) |  0.19 ( 49)   0.04 ( 57) |  0.00 ( 48)   0.00 ( 66)  -0.02 (114) |
Eduardo Piza - Pilar Vitoria                           |  100  -0.56 | -0.24  -0.33 |  0.08 ( 42)  -0.63 ( 57) |  0.46 ( 21)  -0.31 ( 21) |  0.00 ( 18)   0.00 ( 39)  -0.63 ( 57) |
Zoran Koldzic - Dejan Jovanovic                        |  220  -0.61 | -0.18  -0.43 | -0.04 (117)  -0.86 (103) | -0.61 ( 62)   0.59 ( 55) |  0.00 ( 56)   0.00 ( 47)  -0.86 (103) |
Guy-Alain Germon - Laurent Desportes                   |  220  -0.62 | -0.19  -0.43 | -0.50 (121)  -0.36 ( 99) | -0.50 ( 61)  -0.49 ( 60) |  0.00 ( 48)   0.00 ( 51)  -0.36 ( 99) |
Takis Politis - Dimitris Kalavanas                     |  220  -0.62 | -0.42  -0.20 | -0.21 (122)  -0.19 ( 97) | -0.32 ( 63)  -0.09 ( 59) |  0.00 ( 53)   0.00 ( 44)  -0.19 ( 97) |
Albert Quiogue - Ceferino Carreon                      |  220  -0.63 | -0.21  -0.42 | -0.17 (100)  -0.63 (119) | -0.05 ( 53)  -0.30 ( 47) |  0.00 ( 57)   0.00 ( 62)  -0.63 (119) |
HP Modi - RKD Shah                                     |  200  -0.64 | -0.32  -0.32 | -0.11 (109)  -0.57 ( 91) | -0.11 ( 49)  -0.11 ( 60) |  0.00 ( 43)   0.00 ( 48)  -0.57 ( 91) |
Gustavo De Lemos - Hector Manrique                     |  240  -0.64 | -0.28  -0.36 | -0.27 (126)  -0.45 (114) | -0.53 ( 70)   0.05 ( 56) |  0.00 ( 60)   0.00 ( 54)  -0.45 (114) |
Gonzalo Herrera - Sonya Resk                           |  340  -0.66 | -0.39  -0.27 | -0.23 (181)  -0.33 (158) | -0.15 (120)  -0.37 ( 61) |  0.00 ( 71)   0.00 ( 87)  -0.33 (158) |
Jacobo Podvilewicz - Kenneth Frey                      |  340  -0.66 | -0.36  -0.30 | -0.29 (173)  -0.31 (166) | -0.64 ( 77)  -0.01 ( 96) |  0.00 ( 69)   0.00 ( 97)  -0.31 (166) |
Lassâad Jedidi - Mohamed Ali Lakhdhar                  |  200  -0.67 | -0.48  -0.20 | -0.06 (112)  -0.37 ( 87) | -0.21 ( 55)   0.08 ( 57) |  0.00 ( 41)   0.00 ( 46)  -0.37 ( 87) |
Alejandro Sanchez - Beatriz Marangunic                 |  340  -0.72 | -0.48  -0.23 | -0.41 (181)  -0.03 (158) | -0.34 ( 99)  -0.50 ( 82) |  0.00 ( 82)   0.00 ( 76)  -0.03 (158) |
Ellen Graewert - David Thompson                        |  180  -0.73 | -0.24  -0.49 | -0.27 ( 85)  -0.68 ( 95) | -0.34 ( 46)  -0.18 ( 39) |  0.00 ( 46)   0.00 ( 49)  -0.68 ( 95) |
KV Bhaft - Nurudin Ajania                              |  220  -0.73 | -0.33  -0.40 | -0.30 (111)  -0.52 (108) | -0.15 ( 52)  -0.42 ( 59) |  0.00 ( 55)   0.00 ( 53)  -0.52 (108) |
Frosso Tilliri - Rena Lordos                           |  200  -0.75 | -0.24  -0.51 | -0.74 ( 94)  -0.31 (104) | -1.82 ( 43)   0.16 ( 51) |  0.00 ( 50)   0.00 ( 54)  -0.31 (104) |
Dennis Kow - Derrick Heng                              |  240  -0.76 | -0.37  -0.39 | -0.65 (102)  -0.20 (138) | -0.42 ( 48)  -0.85 ( 54) |  0.00 ( 75)   0.00 ( 63)  -0.20 (138) |
Foo Yoke Lan - Jane Choo                               |  220  -0.79 | -0.47  -0.33 | -0.31 (123)  -0.35 ( 96) | -0.27 ( 50)  -0.34 ( 73) |  0.00 ( 52)   0.00 ( 44)  -0.35 ( 96) |
Michaël Chan - Bashir Elahee Doomun                    |  220  -0.83 | -0.21  -0.61 | -0.83 (110)  -0.40 (108) | -0.21 ( 62)  -1.64 ( 48) |  0.00 ( 59)   0.00 ( 49)  -0.40 (108) |
Patrick Hamel - Sylvian Brethes                        |  220  -0.85 | -0.30  -0.55 | -0.10 (109)  -0.99 (111) | -0.09 ( 57)  -0.12 ( 52) |  0.00 ( 56)   0.00 ( 55)  -0.99 (111) |
George Daniel - Modisaotsile Dikgang                   |  336  -0.86 | -0.79  -0.07 |  0.17 (178)  -0.35 (157) |  0.00 ( 90)   0.34 ( 88) |  0.00 ( 77)   0.00 ( 80)  -0.35 (157) |
Gary Lam Po Tang - Nandansing Hurpaul                  |  240  -0.87 | -0.43  -0.43 | -0.71 (119)  -0.16 (121) | -0.78 ( 66)  -0.63 ( 53) |  0.00 ( 58)   0.00 ( 63)  -0.16 (121) |
John MacGregor - Steve Allen                           |  160  -0.87 | -0.45  -0.42 | -0.32 ( 88)  -0.56 ( 72) |  0.04 ( 50)  -0.78 ( 38) |  0.00 ( 33)   0.00 ( 39)  -0.56 ( 72) |
Simone Divies - Christian Vincent                      |  220  -0.87 | -0.18  -0.69 | -0.76 (135)  -0.60 ( 84) | -0.69 ( 66)  -0.81 ( 69) |  0.00 ( 47)   0.00 ( 37)  -0.60 ( 84) |
Mohamed Said Berrada - Abdellatif Belkouch             |  100  -0.89 | -0.59  -0.30 |  0.18 ( 50)  -0.79 ( 49) | -0.60 ( 24)   0.90 ( 26) |  0.00 ( 25)   0.00 ( 24)  -0.79 ( 49) |
John Glynn - Bill Pare                                 |  160  -0.95 | -0.41  -0.54 | -0.52 ( 91)  -0.56 ( 69) | -1.51 ( 40)   0.25 ( 51) |  0.00 ( 28)   0.00 ( 41)  -0.56 ( 69) |
Shun-Ho Chuang - Chien-Hsun Chen                       |  120  -0.96 | -0.54  -0.42 | -0.57 ( 73)  -0.20 ( 47) | -0.71 ( 36)  -0.43 ( 37) |  0.00 ( 24)   0.00 ( 23)  -0.20 ( 47) |
Prafulla Shah - Ashwin Shah                            |  260  -1.01 | -0.41  -0.60 | -0.54 (122)  -0.65 (138) | -0.61 ( 54)  -0.49 ( 68) |  0.00 ( 60)   0.00 ( 78)  -0.65 (138) |
Eduardo Piza - John Goold                              |  180  -1.06 | -0.46  -0.60 | -0.52 ( 85)  -0.69 ( 93) | -0.66 ( 38)  -0.40 ( 47) |  0.00 ( 35)   0.00 ( 58)  -0.69 ( 93) |
Valerie Morley - Colin Morley                          |  220  -1.07 | -0.52  -0.55 | -0.54 (108)  -0.56 (112) | -0.92 ( 49)  -0.22 ( 59) |  0.00 ( 50)   0.00 ( 62)  -0.56 (112) |
Jean-Olivier Begouin - Robert Barinci                  |  220  -1.14 | -0.39  -0.75 | -0.72 (103)  -0.78 (117) | -1.11 ( 47)  -0.40 ( 56) |  0.00 ( 59)   0.00 ( 58)  -0.78 (117) |
Alain Hoyon - Philippe Teysseidre                      |  200  -1.26 | -0.53  -0.73 | -1.26 ( 98)  -0.23 (101) | -1.14 ( 49)  -1.38 ( 49) |  0.00 ( 51)   0.00 ( 50)  -0.23 (101) |
Fabienne Bourgeois - Jany Grenié                       |  140  -1.33 | -0.85  -0.48 | -0.72 ( 80)  -0.16 ( 60) | -0.74 ( 38)  -0.71 ( 42) |  0.00 ( 33)   0.00 ( 27)  -0.16 ( 60) |
Franco Gusso - Carlos Diaz                             |  180  -1.39 | -0.81  -0.58 | -0.69 ( 85)  -0.49 ( 94) | -0.32 ( 37)  -0.97 ( 48) |  0.00 ( 50)   0.00 ( 44)  -0.49 ( 94) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
John Goold - John MacGregor                            |   20   1.35 |  0.76   0.59 | -1.02 (  4)   0.99 ( 16) | -4.56 (  1)   0.15 (  3) |  0.00 ( 10)   0.00 (  6)   0.99 ( 16) |
Jari Bäckström - Mika Salomaa                          |   20   1.07 |  0.56   0.52 |  1.07 (  9)   0.08 ( 10) | -0.40 (  4)   2.24 (  5) |  0.00 (  4)   0.00 (  6)   0.08 ( 10) |
Mohamed Heshmat - Tarek Sadek                          |   20   0.88 |  0.09   0.79 |  0.94 ( 13)   0.51 (  7) |  1.43 (  8)   0.15 (  5) |  0.00 (  3)   0.00 (  4)   0.51 (  7) |
Laurent Desportes - Christophe de Tessieres            |   20   0.87 |  0.79   0.08 |  0.11 ( 11)   0.04 (  9) |  1.13 (  6)  -1.11 (  5) |  0.00 (  5)   0.00 (  4)   0.04 (  9) |
Osmo Kiema - Dogan Uzum                                |  100   0.73 |  0.18   0.55 |  0.80 ( 41)   0.38 ( 59) |  0.38 ( 22)   1.29 ( 19) |  0.00 ( 30)   0.00 ( 29)   0.38 ( 59) |
Eduardo Piza - John MacGregor                          |   20   0.68 |  1.08  -0.39 |  1.21 (  7)  -1.25 ( 13) | -0.53 (  4)   3.52 (  3) |  0.00 ( 10)   0.00 (  3)  -1.25 ( 13) |
Pritish Kushari - Rana Roy                             |   20   0.60 | -0.53   1.13 |  1.13 (  9)   1.13 ( 11) |  0.07 (  4)   1.98 (  5) |  0.00 (  3)   0.00 (  8)   1.13 ( 11) |
Li Xin Yang - Shaolin Sun                              |  100   0.30 | -0.13   0.43 |  0.18 ( 41)   0.62 ( 58) |  0.27 ( 22)   0.07 ( 19) |  0.00 ( 29)   0.00 ( 29)   0.62 ( 58) |
Guy-Alain Germon - Christophe de Tessieres             |   60   0.27 | -0.44   0.71 |  0.62 ( 42)   0.92 ( 18) | -0.01 ( 21)   1.26 ( 21) |  0.00 ( 10)   0.00 (  8)   0.92 ( 18) |
Abdelkamel Rerhaye - Abdellatif Belkouch               |   20   0.26 |  0.36  -0.10 | -0.02 (  9)  -0.16 ( 11) |  0.04 (  8)  -0.52 (  1) |  0.00 (  2)   0.00 (  9)  -0.16 ( 11) |
Mariusz Puczynski - Apolinary Kowalski                 |   20   0.26 |  0.10   0.16 |  0.38 (  6)   0.06 ( 14) |  0.84 (  2)   0.15 (  4) |  0.00 ( 11)   0.00 (  3)   0.06 ( 14) |
Hassibul Hassan - Rana Roy                             |   40   0.25 |  0.47  -0.22 |  0.09 ( 16)  -0.43 ( 24) |  0.01 (  8)   0.17 (  8) |  0.00 ( 13)   0.00 ( 11)  -0.43 ( 24) |
Chien-Hsun Chen - Chih Kuo Shen                        |   20   0.22 | -0.05   0.27 |  0.32 (  8)   0.24 ( 12) | -2.81 (  1)   0.76 (  7) |  0.00 (  9)   0.00 (  3)   0.24 ( 12) |
Sjoert Brink - Bas Drijver                             |   40   0.11 | -0.11   0.22 |  0.76 ( 19)  -0.27 ( 21) |  1.33 (  7)   0.43 ( 12) |  0.00 ( 10)   0.00 ( 11)  -0.27 ( 21) |
Hédi Baccour - Monya Jellouli                          |   60   0.02 |  0.01   0.01 |  0.38 ( 30)  -0.37 ( 30) | -0.04 ( 18)   1.02 ( 12) |  0.00 ( 20)   0.00 ( 10)  -0.37 ( 30) |
Martine de Tessieres - Christophe de Tessieres         |   20   0.01 |  0.80  -0.79 | -0.34 ( 11)  -1.35 (  9) |  0.08 (  4)  -0.58 (  7) |  0.00 (  3)   0.00 (  6)  -1.35 (  9) |
Samir Dolarevic - Sinisa Vuleta                        |   20  -0.01 |  0.06  -0.07 | -0.24 (  8)   0.04 ( 12) | -1.63 (  2)   0.22 (  6) |  0.00 (  7)   0.00 (  5)   0.04 ( 12) |
Aymeric de Tessieres - Christophe de Tessieres         |   60  -0.04 |  0.07  -0.12 | -0.24 ( 23)  -0.04 ( 37) | -0.95 ( 10)   0.30 ( 13) |  0.00 ( 19)   0.00 ( 18)  -0.04 ( 37) |
Lassâad Jedidi - Monya Jellouli                        |   60  -0.05 |  0.03  -0.08 | -0.27 ( 29)   0.09 ( 30) |  0.04 ( 17)  -0.71 ( 12) |  0.00 ( 13)   0.00 ( 17)   0.09 ( 30) |
Mohamed Said Berrada - Abdelkamel Rerhaye              |   60  -0.08 | -0.03  -0.04 | -0.13 ( 36)   0.08 ( 23) |  0.29 ( 13)  -0.36 ( 23) |  0.00 ( 11)   0.00 ( 12)   0.08 ( 23) |
Thibault de Tessieres - Aymeric de Tessieres           |   40  -0.14 |  0.32  -0.46 | -0.36 ( 26)  -0.64 ( 14) |  0.11 ( 16)  -1.11 ( 10) |  0.00 (  6)   0.00 (  8)  -0.64 ( 14) |
Martine de Tessieres - Thibault de Tessieres           |   40  -0.19 | -0.97   0.79 |  0.73 ( 20)   0.85 ( 20) |  2.43 ( 10)  -0.98 ( 10) |  0.00 ( 15)   0.00 (  5)   0.85 ( 20) |
Nagib Baroudi - Pierre Chidiac                         |   80  -0.20 | -0.29   0.10 | -0.04 ( 32)   0.19 ( 48) |  0.24 ( 17)  -0.36 ( 15) |  0.00 ( 20)   0.00 ( 28)   0.19 ( 48) |
Chien-Hsun Chen - Chuan-Cheng Chen                     |   60  -0.23 | -0.05  -0.19 |  0.50 ( 36)  -1.23 ( 24) |  0.59 ( 15)   0.44 ( 21) |  0.00 ( 17)   0.00 (  7)  -1.23 ( 24) |
Hédi Baccour - Mohamed Ali Lakhdhar                    |   60  -0.24 | -0.17  -0.07 |  0.26 ( 28)  -0.37 ( 32) | -0.14 ( 12)   0.57 ( 16) |  0.00 ( 12)   0.00 ( 20)  -0.37 ( 32) |
Mohamed Said Berrada - Abdellah Laghrari               |   20  -0.26 |  0.18  -0.43 |  0.70 (  7)  -1.04 ( 13) |  2.99 (  3)  -1.02 (  4) |  0.00 (  7)   0.00 (  6)  -1.04 ( 13) |
Manash Kumar Mukherjee - Pritish Kushari               |   40  -0.32 | -0.05  -0.27 | -0.38 ( 24)  -0.12 ( 16) | -0.27 ( 12)  -0.49 ( 12) |  0.00 (  9)   0.00 (  7)  -0.12 ( 16) |
Monya Jellouli - Tahar Touil                           |  100  -0.37 |  0.05  -0.42 | -0.68 ( 51)  -0.15 ( 49) | -0.17 ( 27)  -1.24 ( 24) |  0.00 ( 19)   0.00 ( 30)  -0.15 ( 49) |
Albert Quiogue - Jehran Chua                           |   60  -0.39 | -0.35  -0.04 |  0.59 ( 35)  -0.93 ( 25) |  0.94 ( 17)   0.26 ( 18) |  0.00 ( 10)   0.00 ( 15)  -0.93 ( 25) |
John MacGregor - Pilar Vitoria                         |  100  -0.52 | -0.23  -0.29 | -0.05 ( 57)  -0.61 ( 43) |  0.82 ( 35)  -1.44 ( 22) |  0.00 ( 21)   0.00 ( 22)  -0.61 ( 43) |
Lassâad Jedidi - Osmo Kiema                            |   20  -0.54 | -0.99   0.46 |  0.88 ( 10)   0.04 ( 10) |  1.05 (  4)   0.77 (  6) |  0.00 (  5)   0.00 (  5)   0.04 ( 10) |
Laurent Desportes - Thibault de Tessieres              |   20  -0.56 |  0.33  -0.89 | -0.38 ( 12)  -1.67 (  8) | -0.56 (  8)  -0.02 (  4) |  0.00 (  4)   0.00 (  4)  -1.67 (  8) |
Eduardo Piza - Pilar Vitoria                           |  100  -0.56 | -0.24  -0.33 |  0.08 ( 42)  -0.63 ( 57) |  0.46 ( 21)  -0.31 ( 21) |  0.00 ( 18)   0.00 ( 39)  -0.63 ( 57) |
Hédi Baccour - Lassâad Jedidi                          |   20  -0.63 |  0.32  -0.95 | -1.07 (  9)  -0.84 ( 11) | -1.47 (  7)   0.33 (  2) |  0.00 (  5)   0.00 (  6)  -0.84 ( 11) |
Patrick Hamel - Yves Mondon                            |   60  -0.74 | -0.07  -0.67 | -0.49 ( 33)  -0.90 ( 27) |  0.23 ( 12)  -0.90 ( 21) |  0.00 ( 15)   0.00 ( 12)  -0.90 ( 27) |
Jeanine Moers - Philippe Mathieu                       |   20  -0.79 | -0.32  -0.47 | -0.81 (  7)  -0.29 ( 13) | -0.56 (  4)  -1.14 (  3) |  0.00 (  6)   0.00 (  7)  -0.29 ( 13) |
