Players;Count;Butler;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
KUSTAROV Sergei - PELLEGRINI Carlos;20;-0,05;-0,15;0,10;-0,91;11;  1,49;8;-1,81;7;0,67;7;0,76;6;-0,79;2;1,12;8;
GERSTNER Gal - ROSENTHAL Lee;20;-0,05;-0,60;0,55;0,41;14;  0,89;6;0,46;7;0,36;7;-8,03;1;0,37;5;1,92;6;
DAMIANOVA Diana - ARONOV Victor;90;-0,07;0,13;-0,20;-0,76;38;  0,22;52;1,01;14;-1,80;14;0,17;29;-0,38;23;0,29;52;
JOHNSEN Sverre - STOKKELAND Lsmund;90;-0,07;-0,14;0,07;0,15;42;  0,00;48;-0,55;21;0,85;21;0,21;21;0,12;27;-0,16;48;
GUETTI Leonardo - CHERUBINI Cris Pino;80;-0,08;-0,12;0,04;0,19;34;  -0,07;45;-0,43;12;0,53;12;0,15;22;0,03;23;-0,17;45;
FRUSCOLONI Leonardo - VIGNAGA Gianluca;90;-0,08;0,22;-0,29;-0,62;58;  0,29;32;-0,56;32;-0,68;32;0,43;20;-0,26;12;0,12;32;
KHOKHLOV Jouri - MATUSHKO Georgi;50;-0,08;-0,29;0,21;-0,11;25;  0,52;25;-0,65;13;0,48;13;0,07;13;0,22;12;0,38;25;
GRAVERSEN Hans Christian - CLEMMENSEN Poul;90;-0,09;0,21;-0,30;-0,62;44;  0,00;45;-0,82;14;-0,53;14;0,27;19;-0,73;26;0,31;45;
GAO Fei - LU Dong;30;-0,10;-0,62;0,52;0,66;16;  0,36;14;-0,48;7;1,55;7;0,28;6;0,18;8;0,14;14;
NICOLODI Francesco - VIGGIANO Filippo;30;-0,10;0,05;-0,15;-0,39;14;  0,06;16;-1,18;9;1,05;9;-0,19;12;-0,06;4;0,22;16;
WRANG David - WRANG Thomas;90;-0,11;-0,00;-0,11;0,07;45;  -0,29;44;1,06;19;-0,65;19;-0,40;19;-0,19;25;-0,01;44;
SERPOI Gheorghe - STIRBU Calin;89;-0,11;0,05;-0,16;0,07;49;  -0,45;40;-1,03;30;1,81;30;0,06;20;-0,07;20;-0,45;40;
FRANCESCHETTI Pierre - ROBERT Quentin;60;-0,12;0,16;-0,28;-0,19;28;  -0,35;32;0,05;19;-0,70;19;0,65;17;0,32;15;-0,85;32;
KOWALSKI Dariusz - BIZON Piotr;80;-0,13;-0,37;0,24;0,65;30;  0,00;50;0,16;20;1,63;20;0,30;20;-0,24;30;0,03;50;
LANZAROTTI Massimo - ZALESKI Romain;40;-0,13;-0,02;-0,11;0,10;16;  -0,24;24;0,36;11;-0,48;11;-0,79;2;0,14;22;-0,31;24;
DE CARVALHO Joao Paes - PEREIRA Paulo Goncalves;50;-0,14;-0,24;0,10;0,68;22;  -0,35;28;0,41;12;0,99;12;-0,20;19;1,18;9;-0,60;28;
LEV Sam - MAHAFFEY Jim;50;-0,14;-0,03;-0,11;-0,12;27;  -0,10;23;0,18;17;-0,63;17;0,47;11;0,37;12;-0,51;23;
MOSTYN Simon - OSGOOD Jonathan;90;-0,14;0,41;-0,55;-0,58;37;  -0,54;53;1,09;15;-1,72;15;-0,30;28;0,07;25;-0,41;53;
FILIMON Adrian Gheorghe - AGICA Marius;89;-0,15;-0,02;-0,13;0,03;46;  -0,30;43;-0,20;19;0,19;19;0,09;18;-0,36;25;-0,13;43;
DAVIS Ti - McGUIRE Brian;90;-0,16;0,32;-0,48;-0,47;44;  -0,50;45;-0,89;18;-0,17;18;-0,70;24;0,36;21;-0,30;45;
HANLON Tom - McGANN Hugh;70;-0,16;-0,14;-0,02;-0,48;37;  0,50;33;-0,16;12;-0,64;12;0,04;13;0,28;20;0,31;33;
LOMBARDINI Donna - BARRETT Geoffrey S Jade;70;-0,16;-0,09;-0,07;0,46;37;  -0,66;33;-0,70;11;0,95;11;-0,78;20;0,01;13;-0,19;33;
NILSSON Ulf - STREET Paul;50;-0,16;0,32;-0,48;-0,43;25;  -0,52;25;-0,72;13;-0,13;13;0,56;11;-0,06;14;-0,73;25;
KING Philip (Phil) - McINTOSH Andrew;50;-0,16;0,74;-0,90;-0,97;22;  -0,85;28;-0,89;11;-1,06;11;-0,12;14;-0,52;14;-0,53;28;
SHEFFY Ron - ZADIK Erez;90;-0,17;-0,33;0,16;-0,29;48;  0,70;41;0,05;27;-0,73;27;1,16;22;-0,13;19;0,13;41;
ADUT Vera - YAVAS Dilek;90;-0,18;-0,33;0,15;-0,04;44;  0,33;46;0,30;25;-0,47;25;0,69;23;0,03;23;-0,03;46;
GHIGHECI Ovidiu - BRICIU Marius;90;-0,20;0,23;-0,43;-0,39;45;  -0,47;45;0,01;20;-0,71;20;0,17;22;-0,11;23;-0,49;45;
ELLINGSEN Kristian - SYRRIST Andre;50;-0,20;0,25;-0,45;-0,41;25;  -0,48;25;-0,89;15;0,32;15;-0,09;11;-0,06;14;-0,41;25;
JOKISCH Peter - KASIMIR Udo;90;-0,21;-0,12;-0,09;0,51;44;  -0,66;46;1,41;16;-0,00;16;-0,63;21;0,24;25;-0,50;46;
ARASZKIEWICZ Konrad - PUCZYNSKI Mariusz;70;-0,21;0,14;-0,35;0,12;39;  -0,95;31;0,46;14;-0,07;14;-0,31;20;-0,20;11;-0,68;31;
BAREL Michael - ZACK Yaniv;90;-0,22;-0,44;0,21;0,31;50;  0,09;40;0,44;31;0,10;31;0,43;18;-0,11;22;-0,04;40;
HU Linlin - SUN Yanhui;80;-0,22;-0,15;-0,07;-0,51;40;  0,36;40;-0,31;22;-0,76;22;-0,32;18;-0,04;22;0,53;40;
WEINSTEIN Howard - WILDAVSKY Adam;80;-0,22;0,04;-0,27;0,10;35;  -0,55;45;0,40;16;-0,16;16;-0,26;22;0,04;23;-0,44;45;
DONATI Giovanni - TOKAY Mustafa Cem;70;-0,23;-0,02;-0,21;-0,34;37;  -0,07;33;0,41;22;-1,44;22;0,24;21;0,17;12;-0,28;33;
HAMPSON Geoff - TCHAMITCH Haig;50;-0,24;0,29;-0,53;-0,31;19;  -0,66;31;-0,72;11;0,25;11;-0,22;12;-0,02;19;-0,56;31;
JELENIEWSKI Marek - OHRYSKO Lech;50;-0,24;0,02;-0,26;-1,21;21;  0,42;29;-0,74;7;-1,44;7;0,37;14;-0,04;15;0,26;29;
ATES Ebru - TUNCOK Cenk;70;-0,24;-0,12;-0,12;-0,21;36;  -0,03;34;-1,34;17;0,80;17;0,33;16;-0,57;18;0,11;34;
AUKEN Sabine - WELLAND Roy;90;-0,24;-0,17;-0,08;0,44;45;  -0,59;45;-0,28;18;0,92;18;-0,06;26;-0,61;19;-0,30;45;
DE SIMONE Gaetano - CEGLIA Marzio;80;-0,26;-0,13;-0,13;0,28;46;  -0,68;34;0,34;19;0,23;19;0,69;18;-0,33;16;-0,89;34;
BERKMAN Meir - TYMIANKER Noah;89;-0,28;-0,56;0,28;0,28;39;  0,28;50;0,21;21;0,35;21;-0,51;26;-0,10;24;0,59;50;
BARANTIEV Nikola - RALEV Georgi;90;-0,29;-0,34;0,05;-0,15;42;  0,22;48;0,38;17;-0,51;17;0,46;19;0,17;29;-0,06;48;
GIERULSKI Boguslaw - SKRZYPCZAK Jerzy;50;-0,30;-0,11;-0,19;-0,73;28;  0,51;22;-1,38;13;-0,17;13;-0,02;15;0,42;7;0,39;22;
NOWAK Kamil - STRZEMECKI Wojciech;20;-0,30;-0,21;-0,09;-0,09;12;  -0,09;8;-1,17;6;0,99;6;-0,03;3;0,19;5;-0,20;8;
RENOUARD Jean-Claude - USZYNSKI Woyciech;90;-0,31;-0,37;0,06;0,02;43;  0,10;47;0,77;18;-0,52;18;-0,37;24;0,33;23;0,12;47;
PLACKETT Richard Mark - POWNALL Mike;90;-0,31;-0,25;-0,06;-0,66;37;  0,37;53;0,12;17;-1,33;17;-0,01;24;0,04;29;0,35;53;
KURANOGLU Serap - NUHOGLU Sevil;70;-0,31;0,21;-0,53;-0,71;38;  -0,32;32;0,37;21;-2,04;21;-0,22;15;-0,34;17;-0,03;32;
MACURA Milan - VOLHEJN Vit;90;-0,32;-0,16;-0,17;-0,16;43;  -0,17;46;-0,07;20;-0,24;20;0,14;24;0,22;22;-0,35;46;
BAKHSHI David - BERTENS Huub;40;-0,32;0,11;-0,43;-0,52;21;  -0,34;19;-1,67;8;0,19;8;-0,21;10;-0,09;9;-0,19;19;
OTVOSI Ervin - STEPINSKI Jerem;89;-0,33;-0,14;-0,18;0,44;44;  -0,81;44;0,57;20;0,33;20;0,14;25;0,74;19;-1,21;44;
FYRUN Kjell Gaute - RASMUSSEN Arild;90;-0,34;-0,35;0,00;-0,10;44;  0,11;46;-0,14;24;-0,06;24;0,23;24;-0,01;22;-0,01;46;
BANCHEREAU Philippe - PALAZO Denis;90;-0,36;-0,52;0,17;-0,02;42;  0,33;48;0,40;17;-0,30;17;-0,03;31;0,09;17;0,32;48;
MAJUMDER Debabrata - MUKHERJEE Sumit;70;-0,36;-0,35;-0,00;0,12;32;  -0,11;37;0,67;12;-0,21;12;-0,15;14;-0,41;23;0,20;37;
HAUGE Rune - MCINTOSH Daniel;89;-0,36;-0,71;0,35;0,31;51;  0,40;38;1,26;27;-0,75;27;0,36;19;0,18;19;0,13;38;
GUNDOGDU Mehmet Guney - IMAMOGLU Levent;70;-0,37;-0,41;0,04;-0,50;29;  0,43;41;-0,66;28;3,80;28;-;0;-0,11;41;0,54;41;
HINGE Simon - MILL Andrew John;70;-0,37;-0,42;0,05;0,54;37;  -0,51;33;-0,01;21;1,26;21;-0,14;17;-0,20;16;-0,34;33;
OLANSKI Wojtek - VAINIKONIS Vytautas;50;-0,38;-0,02;-0,36;-0,17;26;  -0,55;24;-0,24;22;0,18;22;-0,16;16;1,13;8;-0,82;24;
SIVERTSEN Are - STOKKVIK Dag-Jorgen;60;-0,38;-0,31;-0,07;0,46;33;  -0,71;27;0,57;20;0,28;20;-0,63;15;0,08;12;-0,40;27;
DELORME Jacques - PIGEAUD Fabienne;90;-0,39;0,19;-0,58;-0,27;50;  -0,99;39;0,13;23;-0,61;23;-1,00;23;-0,44;16;-0,22;39;
SANDVIK Cecilie - BREMNES Helge;90;-0,39;-0,31;-0,08;0,17;46;  -0,34;44;0,79;28;-0,80;28;0,40;21;-0,20;23;-0,42;44;
ANDERSSON Gunnar - EKENBERG Simon;89;-0,39;-0,13;-0,26;-0,11;47;  -0,43;42;-0,06;25;-0,18;25;-0,14;23;-0,29;19;-0,22;42;
DUMBOVICH Miklos - TALYIGAS Peter;90;-0,40;-0,42;0,02;-0,01;44;  0,04;46;-0,01;17;-0,00;17;-0,35;22;0,47;24;-0,03;46;
KOLESNIK Alex - SCARAMUZZI Roberto;90;-0,40;-0,52;0,12;0,87;38;  -0,42;52;-0,78;16;2,06;16;-0,02;27;-0,08;25;-0,38;52;
HUGONY Fabrizio - VINCI Francesco Saverio;40;-0,40;-0,01;-0,39;-0,65;19;  -0,16;21;-0,21;9;-1,04;9;-0,36;12;0,14;9;-0,01;21;
DELESTRE Blandine - DELESTRE Daniel;90;-0,41;0,23;-0,65;-0,64;47;  -0,65;43;-0,26;25;-1,08;25;0,15;20;-0,56;23;-0,42;43;
DENNING Paul - THOMAS Adrian;90;-0,42;-0,47;0,05;-0,29;53;  0,53;37;-0,07;27;-0,52;27;0,59;20;-0,35;17;0,37;37;
MOHANDES Shireen - BOWLES Andy;90;-0,42;-0,31;-0,11;0,12;48;  -0,38;42;0,15;24;0,09;24;-0,19;27;-0,13;15;-0,21;42;
HELNESS Fredrik - SVENDSEN Jan Petter;30;-0,43;-0,49;0,05;-0,06;13;  0,14;17;0,61;7;-0,83;7;-1,08;7;0,28;10;0,42;17;
BARBOSA Joao - SARMENTO Paulo;90;-0,44;-0,41;-0,04;0,12;36;  -0,15;54;-0,01;17;0,24;17;-0,23;26;-0,04;28;-0,01;54;
ARBEL David - BAR Gili;90;-0,44;-0,38;-0,07;-0,59;42;  0,39;47;-0,96;26;0,02;26;0,44;27;0,44;20;-0,04;47;
FILIOS Aris - PAPAKYRIAKOPOULOS Yankos;49;-0,45;-0,14;-0,31;0,70;27;  -1,56;22;1,58;11;0,10;11;0,12;13;-0,36;9;-1,49;22;
BRUNET Frederic - ANCESSY Arnaud;90;-0,46;-0,89;0,43;0,75;46;  0,10;44;0,85;22;0,66;22;0,09;23;-0,31;21;0,21;44;
DE BOTTON Janet - MALINOWSKI Artur;59;-0,46;0,22;-0,68;-1,36;26;  -0,14;33;-1,92;8;-1,12;8;-0,09;12;-0,17;21;0,00;33;
IONESCU Sorin Septimiu - SIRB Marius Titus;90;-0,49;-0,27;-0,22;0,23;43;  -0,63;47;0,45;19;0,06;19;0,16;25;0,23;22;-0,82;47;
GARCIA DA ROSA Rodrigo - CRUSIZIO Maximo;20;-0,50;-0,31;-0,19;-0,06;13;  -0,44;7;0,33;6;-0,39;6;0,09;2;0,08;5;-0,52;7;
BARRETT Geoffrey S Jade - CARIC Jurica;20;-0,50;0,63;-1,13;-1,42;14;  -0,46;6;-2,54;7;-0,30;7;0,01;1;0,32;5;-0,73;6;
D AVOSSA Mario - DI BELLO Stelio;69;-0,51;-0,08;-0,42;-0,80;34;  -0,06;35;-0,78;13;-0,81;13;0,18;18;-0,03;17;-0,13;35;
EKINCI Orhan - KAHYAOGLOU Yusuf;80;-0,52;-0,53;0,01;0,21;42;  -0,22;38;0,39;33;-0,44;33;-2,22;11;0,10;27;0,35;38;
GOTZOV Svetomir - TAKOV TIHOMIR;90;-0,53;-0,17;-0,36;-0,80;45;  0,07;45;-0,93;26;-0,61;26;0,40;19;0,19;26;-0,21;45;
HELLE Rob - HOOGENKAMP Ed;90;-0,53;-0,29;-0,25;-0,63;47;  0,17;43;-0,88;27;-0,29;27;0,66;20;0,66;23;-0,49;43;
KOLYADENKO Sergey - KOVALCHUK Rodion;90;-0,54;-0,34;-0,20;-0,02;45;  -0,38;45;-0,20;24;0,19;24;-0,05;24;-0,18;21;-0,26;45;
LORENZINI Cedric - QUANTIN Jean-Christophe;60;-0,55;-0,41;-0,14;0,14;36;  -0,58;23;-0,03;18;0,30;18;-0,17;8;0,80;15;-1,04;23;
CHALUPEC Igor - CHMURSKI Bartosz;90;-0,56;-0,96;0,40;0,73;44;  0,09;46;1,16;20;0,36;20;-0,21;16;0,08;30;0,12;46;
LHUISSIER Nicolas - TEMBOURET Romain;60;-0,57;-0,34;-0,23;-0,16;38;  -0,34;22;0,81;11;-0,56;11;-1,11;9;-0,51;13;0,41;22;
IGLA Bartlomiej - PIEDRA Fernando;90;-0,57;0,10;-0,67;0,07;53;  -1,72;37;0,59;19;-0,23;19;-1,19;15;-0,73;22;-0,81;37;
POPOV Borislav - SKORCHEV Stefan;49;-0,57;-0,55;-0,02;0,13;20;  -0,12;29;0,69;12;-0,71;12;-0,21;13;0,33;16;-0,21;29;
KRISTOFFERSEN Christer - BERG Erik;90;-0,58;-0,49;-0,09;0,00;50;  -0,21;40;0,00;29;0,00;29;0,04;17;-0,38;23;-0,01;40;
FRANCHI Arrigo - PERCARIO Giacomo;89;-0,58;-0,71;0,13;0,59;42;  -0,29;47;1,02;18;0,27;18;-0,09;19;0,04;28;-0,27;47;
BOWLEY Richard - COPE Simon;40;-0,60;0,16;-0,76;-0,77;19;  -0,75;21;-1,65;8;-0,13;8;-0,96;10;-0,57;11;0,00;21;
GARCIA DA ROSA Rodrigo - KUSTAROV Sergei;30;-0,60;0,19;-0,79;-0,60;15;  -0,98;15;-0,63;5;-0,58;5;-0,50;9;0,04;6;-0,70;15;
LUIS Carlos - TEIXEIRA Miguel;60;-0,62;-0,40;-0,21;0,39;24;  -0,62;36;-0,22;10;0,82;10;0,24;25;-0,37;11;-0,67;36;
HARRIS Jonathan - ROOT STEVEN;50;-0,62;-0,88;0,26;0,92;28;  -0,57;22;1,82;12;0,24;12;0,03;14;-0,01;8;-0,58;22;
MARCINOWSKI Piotr - SOBCZAK Mateusz;90;-0,62;-0,26;-0,36;-0,79;42;  0,02;47;-0,42;22;-1,20;22;0,03;23;-0,07;24;0,04;47;
LEWIS Marshall - VOLDOIRE Jean-Michel;90;-0,62;-0,50;-0,12;0,06;58;  -0,46;32;0,45;28;-0,30;28;-0,38;16;0,40;16;-0,46;32;
FEDERIGHI Antonio - MASINI Francesco;60;-0,65;-0,40;-0,25;-0,63;30;  0,12;30;-1,29;7;-0,43;7;-0,61;15;0,31;15;0,27;30;
SAUVAGE Valerie - BOGACKI Patrick;90;-0,66;-0,31;-0,34;-0,29;45;  -0,40;45;-0,72;27;0,36;27;-0,11;23;-0,04;22;-0,32;45;
TOLEDANO Oren - URMAN Lior;90;-0,68;-0,54;-0,13;0,57;40;  -0,70;50;-0,13;15;1,00;15;0,22;25;-0,31;25;-0,65;50;
BERTENS Huub - CREMIN Joan;50;-0,68;0,22;-0,90;-0,32;27;  -1,57;23;0,62;16;-1,69;16;-1,39;11;0,58;12;-1,21;23;
VESTERLUND Andreas - BRAENDVANG Morten;60;-0,68;0,19;-0,87;-0,50;27;  -1,18;33;-1,07;12;-0,04;12;-0,41;18;-0,33;15;-0,80;33;
MARINCHEV Rumen - ALEKSIEV Slavi;90;-0,69;0,22;-0,91;-0,96;46;  -0,84;44;-1,62;21;-0,41;21;-0,69;21;0,11;23;-0,57;44;
EFRAIMSSON Bengt-Erik - ZACK EFRAIMSSON Anna;89;-0,70;-0,19;-0,51;-0,33;46;  -0,69;43;-0,32;26;-0,34;26;-0,05;24;-0,96;19;-0,24;43;
MULTON Franck - ZIMMERMANN Pierre;50;-0,70;-0,20;-0,50;-0,57;33;  -0,36;17;-0,49;27;-0,92;27;-0,16;3;0,04;14;-0,37;17;
PSZCZOLA Jacek - BLASS Josef;30;-0,70;0,15;-0,85;-0,91;12;  -0,80;18;-0,04;6;-1,79;6;-0,58;9;0,64;9;-0,83;18;
EKINCI Orhan - ZORLU Nafiz;10;-0,70;-0,92;0,22;0,25;9;  0,00;1;1,43;2;-0,09;2;-;0;0,00;1;0,00;1;
ANKLESARIA Keyzad - VENKATESH Gopal;60;-0,77;-0,67;-0,10;-0,52;28;  0,27;32;0,05;14;-1,09;14;0,22;11;0,52;21;-0,15;32;
DYKE Kieran - BYRNE Michael;70;-0,77;-0,43;-0,34;-0,50;39;  -0,14;31;-0,02;16;-0,83;16;-0,13;19;-0,61;12;0,18;31;
EIDE Lisbeth Aulid - GHOSN Rita;50;-0,78;-0,62;-0,16;-0,14;27;  -0,18;23;-1,11;9;0,35;9;0,38;11;-0,07;12;-0,32;23;
DRAGAN Volodymyr - PORKHUN Volodymyr;80;-0,80;-0,02;-0,78;-0,17;36;  -1,27;44;0,77;17;-1,02;17;0,17;24;0,13;20;-1,42;44;
TEODORESCU Cornel - VULCAN Bogdan;90;-0,80;-0,13;-0,67;-0,47;46;  -0,87;44;-0,50;43;-0,08;43;-0,16;1;-0,28;43;-0,59;44;
PILIPOVIC Marina - SVER Nikica;70;-0,84;-0,32;-0,52;-0,44;36;  -0,61;34;-0,91;20;0,15;20;-1,00;19;-0,12;15;-0,00;34;
LUIS Carlos - TIMOTEO Reinaldo;20;-0,85;-0,89;0,04;-0,24;9;  0,26;11;0,67;3;-0,69;3;0,18;8;0,04;3;0,11;11;
HINDEN Frances - OSBORNE Graham;90;-0,86;-0,79;-0,07;-0,70;47;  0,62;43;-1,07;20;-0,42;20;0,22;28;-0,13;15;0,52;43;
ORNERDAL Niclas - WADEMARK Olle;70;-0,90;-0,62;-0,28;0,56;41;  -1,46;29;0,30;22;0,87;22;-0,46;19;-0,12;10;-1,11;29;
SALONEN Irmeli - ZOCHOWSKA Joanna;10;-0,90;-0,90;-0,00;0,46;6;  -0,70;4;4,03;2;-1,32;2;0,20;1;-0,07;3;-0,69;4;
BACH Peer - LICHTNECKER Setsuko;50;-0,92;-0,38;-0,54;-1,59;22;  0,28;28;-1,51;12;-1,68;12;0,60;15;0,70;13;-0,37;28;
ROSENTHAL Andrew - WILLENKEN Chris;20;-0,95;-1,02;0,07;0,17;12;  -0,08;8;0,14;5;0,19;5;1,12;7;0,09;1;-1,07;8;
AASENG Lasse - HELNESS Fredrik;20;-0,95;-0,48;-0,47;0,17;13;  -1,67;7;0,83;7;-0,60;7;-1,71;4;-0,02;3;-0,68;7;
DINC Sedat - UNAL Serkan;50;-0,96;-0,57;-0,39;-1,15;22;  0,20;28;-1,39;11;-0,91;11;-0,05;12;0,10;16;0,17;28;
MARTINUSSEN Stig - PAULSEN Dag Heldal;49;-0,98;-0,61;-0,37;-0,38;24;  -0,37;25;-0,98;16;0,84;16;0,05;12;0,58;13;-0,69;25;
DARIE Costache - DARIE Simona Felicia;80;-1,00;-0,64;-0,36;-0,43;42;  -0,29;38;-0,82;21;-0,04;21;-0,61;14;0,22;24;-0,20;38;
SZCZEPANSKI Radoslaw - SZTYRAK Leszek;40;-1,00;0,66;-1,66;-2,69;16;  -0,97;24;-2,99;9;-2,29;9;0,40;12;-0,14;12;-1,10;24;
SETTON Hilda - TESSIERES Godefroy De;60;-1,02;-0,50;-0,52;-0,53;29;  -0,51;31;0,19;11;-0,97;11;0,25;14;-0,07;17;-0,58;31;
DUMITRASCU Florin - MARCU Codrin;80;-1,02;-0,74;-0,28;-0,03;38;  -0,51;42;-0,63;22;0,81;22;0,12;19;-0,23;23;-0,44;42;
MUSSO Piercarlo - REVIGLIO Piero;70;-1,09;-0,51;-0,58;-0,32;35;  -0,84;35;0,24;14;-0,69;14;-0,11;14;-0,26;21;-0,63;35;
HACKETT Paul D - PRICE David;50;-1,16;-1,06;-0,10;0,00;26;  -0,22;23;-0,02;12;0,02;12;-0,02;10;0,23;13;-0,34;23;
PELLEGRINI Carlos - TOMMASINI Stefano;50;-1,16;-1,46;0,30;0,08;22;  0,47;28;-0,60;12;0,88;12;0,17;17;-0,05;11;0,39;28;
JIANG Yong Kang - LICHTNECKER Setsuko;30;-1,17;-0,04;-1,13;-1,26;20;  -0,87;10;-0,95;6;-1,39;6;-0,00;4;0,01;6;-0,88;10;
LIU Shu - WANG Yuewu;30;-1,17;0,16;-1,32;-0,57;12;  -1,83;18;-0,24;5;-0,80;5;-1,89;7;-0,90;11;-0,54;18;
RIMBOIU Corneliu - CHADHA Gad;90;-1,19;-0,82;-0,37;-0,35;47;  -0,39;43;-0,49;15;-0,28;15;-0,15;24;0,25;19;-0,41;43;
EIDE Lisbeth Aulid - GOTARD Barbara;20;-1,20;-0,79;-0,41;-1,03;11;  0,36;9;0,61;4;-1,97;4;0,11;6;0,43;3;0,14;9;
NUHOGLU Sevil - TUNCOK Cenk;20;-1,20;0,41;-1,61;-1,30;7;  -1,77;13;0,07;2;-1,86;2;-0,03;5;-0,10;8;-1,70;13;
MORAWSKI Dariusz - STRETZ Francois;50;-1,20;-1,40;0,20;0,18;27;  0,21;23;0,27;13;0,09;13;0,00;5;0,01;18;0,21;23;
MARTENS Krzysztof - MULTON Franck;20;-1,20;-1,14;-0,06;-0,41;9;  0,22;11;-0,41;9;0,00;9;-0,79;2;-1,01;9;1,19;11;
KHIUPPENEN Yury - STERKIN Alexei;60;-1,22;-0,55;-0,66;-0,92;25;  -0,48;35;0,03;13;-1,94;13;1,01;10;0,26;25;-0,95;35;
DYRKORN Inge - GRIMSMO Ingeborg;90;-1,23;-0,98;-0,25;0,24;43;  -0,69;47;0,14;24;0,37;24;0,03;26;-0,55;21;-0,47;47;
ROBERTSON Marion - BYRNE Michael;10;-1,30;-1,05;-0,25;-0,12;6;  -0,43;4;0,02;3;-0,26;3;-0,04;1;1,26;3;-1,37;4;
BILDE Dorte Cilleborg - BILDE Morten;40;-1,30;-0,93;-0,37;-0,31;24;  -0,45;16;-0,23;10;-0,37;10;-0,52;10;0,53;6;-0,32;16;
HARRIS Jeniffer - CAPAL Steve;90;-1,33;-0,12;-1,22;-1,26;46;  -1,17;44;-1,77;17;-0,97;17;-1,08;20;-0,35;24;-0,49;44;
LIU Shu - WANG Jian;10;-1,40;0,98;-2,38;-2,20;6;  -2,66;4;-0,27;1;-2,58;1;-0,13;1;-1,14;3;-1,77;4;
ANFINSEN Espen - ELIASSEN Erik;70;-1,49;-0,47;-1,02;-1,21;32;  -0,86;38;-1,55;12;-1,01;12;-0,93;18;-0,01;20;-0,41;38;
GERASIMOV Alexej - RAPOPORT Vadim;80;-1,50;-0,43;-1,07;-0,48;45;  -1,83;35;-0,55;22;-0,41;22;0,29;24;0,45;11;-2,17;35;
BOWLEY Richard - BYRNE Michael;10;-1,50;0,87;-2,37;-2,41;6;  -2,30;4;-4,52;3;-0,30;3;0,63;3;-0,13;1;-2,74;4;
ROBERTSON Marion - COPE Simon;50;-1,56;-0,24;-1,32;-1,76;26;  -0,84;24;-2,91;12;-0,77;12;-0,08;16;-0,07;8;-0,76;24;
GREEN Marcia - ROSENTHAL Lee;60;-1,58;-1,31;-0,27;-0,50;33;  0,01;27;-0,34;16;-0,66;16;-0,09;11;-1,02;16;0,65;27;
JOLIGEON Francois - CARDE Christophe;20;-1,65;-1,31;-0,34;-1,21;11;  0,73;9;-0,69;4;-1,52;4;0,01;7;1,42;2;0,41;9;
JIANG Yong Kang - ZHU Jianyu;50;-1,76;-0,57;-1,19;-1,78;26;  -0,54;24;-2,45;15;-0,87;15;0,20;13;0,25;11;-0,77;24;
ROSENTHAL Andrew - SILVERSTEIN Aaron;20;-1,80;-2,10;0,30;1,85;8;  -0,74;12;-0,91;5;6,45;5;0,29;6;-0,22;6;-0,77;12;
LI Xiaoyi - LU Dong;20;-1,90;-1,28;-0,62;-1,36;11;  0,28;9;-1,16;5;-1,53;5;0,17;5;0,54;4;-0,06;9;
SALONEN Irmeli - STRETZ Francois;20;-2,10;-0,57;-1,53;-2,85;9;  -0,45;11;-1,78;4;-3,70;4;0,07;5;-0,08;6;-0,43;11;
DE CARVALHO Joao Paes - TIMOTEO Reinaldo;20;-2,30;-0,94;-1,36;-1,56;11;  -1,11;9;-3,62;5;0,16;5;-0,35;6;0,70;3;-1,11;9;
STRZEMECKI Wojciech - SZCZEPANSKI Radoslaw;10;-2,70;-1,59;-1,11;-5,27;2;  -0,07;8;-;0;-;0;0,08;6;0,04;2;-0,13;8;
HWANG Ingu - OH Hye Min;50;-2,78;-1,60;-1,18;-0,67;29;  -1,90;21;-0,26;17;-1,25;17;-0,18;13;-1,49;8;-1,22;21;
RICH Joseph - CRUSIZIO Maximo;10;-2,90;-2,24;-0,66;-0,65;5;  -0,68;5;-0,32;1;-0,73;1;-1,82;1;0,22;4;-0,49;5;

